,Title,Content
260,If you posted in lost and found,"If you've posted in lost and found, especially cats and dogs, if they back with you, please delete your post on CL.    "
261,Found cat,"Found shorthair tabby, fixed and microchipped. Elderly kitty, very sweet.    "
262,Found construction tool,Found a construction tool. Call Maumee police or email me to identify    
263,Looking for a girl like Willow from McCord Rd,I lost Willow. Please contact me if you see this post !    
264,Missing Pug,Help us find Nunzio! Last seen around noon at College & Fulton. Male pug who is friendly and adorable. Need to get him home!    
265,Lost Iphone with blue case,I am missing a Iphone with a blue case.  Lost Saturday night late somewhere between the BOB and the Louis Campau parking ramp.  $20 reward.  Please email  if found    
266,Lost FITBIT VERSA 3,"I lost my navy blue Fitbit versa 3 band at potowatomi casino on Tuesday night nov 2nd.   The clasp was loose and had to fall off my wrist.   I just bought it and checked their lost n found and no one turned it in.   If found, please contact me, I’d appreciate it.    "
267,Lost Black Male Kitty,"Approximately 2 weeks ago I lost my kitty in the Jeffersonville,OH area at the Love's Truck stop in that area. He is chipped and registered to me. If he is found I have a reward for returning him to me. He's very young and isn't an outside cat ...so please contact me immediately.2    "
268,Found Honda Keys,Honda keys found near the water tower    
269,FOUND CAT - NE GRAND RAPIDS,"Found Cat - Northeast GR. This cat has been showing up every night in the KFC parking lot at Michigan St. and Houseman Ave NE.  A kind person discovered the cat  scrounging for food and has been feeding it every night for the past 2 months.  It is now safe inside and we will find it a good home.  Just posting in case anyone is familiar with this cat or can confirm if it does or doesn't have an owner. Any info is appreciated!  show contact info
"
270,found debit cards,"I am trying to move and have found a few things that are not mine that I assume the people who left them here would like back. 

They include:
two credit cards, a huge amount of tools, Rock crushing and polishing equipment, two computers, a bunch of clothing and it's very nice guys clothing, other electronic stuff, and oddly several other random items appeared in my garage.

 I really need to get rid of this stuff so that I can move along. Can you text me directly if any of this sounds like it may be yours?    "
271,BFF MISSING TABBY NAMED GARCIA,"BFF MISSING TABBY NAMED GARCIA!
My best friend Garcia who is a female tabby cat went missing near Clancy and Lafayette if you happen to see her or know anything please let me know I’m devastated without my cat. ￼    "
272,Unique ring found,Email with description if u think it's yours.    
273,Missing Cat,Our handsome boy is missing. His name is Axel. He is an indoor/ outdoor cat about 1.5 years old. He has a green camo collar on and is very friendly. He usually always comes home and we miss him dearly.    
274,Keys found keys,Found keys on Edison st    
275,found keys,"found keys on Oct 26, Tuesday in McKinley Marina parking lot, SW corner across from Colectivo Coffee. Gave to Colectivo to hold    "
276,Found a power saw on 9/24/21 Silver Lake area.,Describe if it is yours. LAST CALL.    
277,Stolen Vehicle from MSOE Campus,"My girlfriends car was stolen from Warren St Friday night/Saturday morning 10/22-10/23. I’m looking for any information at all on it. It was a white 2020 Kia Soul with a red roof and red side mirrors. License plate reads AGT-4833. Please contact me if you have any information!

Along with this car were my car keys, Chevrolet key fob and Chevrolet turn key on a place lanyard made of tough parachute cord. Please contact me if you have any information on either of these!    "
278,Lost Black Cat $200 Reward,"My cat Sammy went missing from my apartment in Walker, MI on 11/01/2021 sometime between 8:30am and 1:00pm. He is approximately 6 years old and is microchipped (I have also reported him as lost via his chip) His left ear is clipped and he has a mark on his left eyeball, he was wearing a red breakaway collar when he went missing. Please contact me if you have any information on his whereabouts,    "
279,LOST COCKATIEL - Reward!,"UPDATE:  $100 REWARD (or Bird Rescue donation)!!  I'M NOT GIVING UP HOPE!!!  PLEASE SHARE! There is a hole in our home right now...
It's been almost 40 hours since Rocky-bird was last seen. I have been told SO many hopeful miracle stories in a Facebook group I belong to about people losing and finding their lost Cockatiel after being in extreme weather conditions for DAYS and miles away (16 MILES AWAY was one of them!)
*********************************
11/18/21 3:17pm  HELP! OUR ""ROCKY BIRD"" FLEW OUTSIDE!!! IN THE RAIN! Last seen at Walker St & Covell Ave, Grand Rapids MI. Please help us find him by sharing this post on any sites you can!!! 
He can say his name ""Rocky-bird"" and uses the ""sexy"" whistle. If you play the song ""Colonel Bogey March"", he should recognize it. It's the one song Rocky knows and sings, so hopefully it will guide him home. 
If he comes to you, he will likely land on your head before he will go onto your finger. If you are willing to look for him, please read page 7, 8, 9 of the link below. If you are the hero who finds him, please read page 11!

Read this .pdf on how to help locate and rescue a stray bird: 
https://drive.google.com/file/d/0B78YYzbJx75hMmZyM3J1S3ZiLTg/view?fbclid=IwAR08gMoanhhOxoCQMLt1-ohStRuL1IMqLLorAQRwHgf2FlgSqyTHt8VnPfE&resourcekey=0-3YLXv0V90USzpVqi2aN2kw

https://www.facebook.com/CarolynSlampPeterson/posts/10220906817481015    "
280,Angels needed for toys,Hello we need Christmas angels to donate toys please come support us we have 18 families and 69 kids altogether ty contact info below    
281,Lost Cat -Tabby black/grey,"Lost female cat named Libby, short-haired tabby, mostly black and grey. She weighs about 7 or 8 pounds. Went missing near Ann Street and Plainfield intersection. She is an indoor cat, not used to being outside. Please let me know if you have seen her!    "
282,Lost Husky - REWARD OFFERED,"Red and white female husky with one green eye and one blue eye! Her name is Wanda! Missing from our back yard at 930AM today Saturday 11/27. There have not been any sightings so its possible someone has her. Please help us bring her home!!!!Call or text with any information  show contact info
"
283,Tootsie LOST gray terrier,May have been sold on FB    
284,Lost Brown Wallet @ Pick n'Save,"Well, I'm hoping that some good person might have found my brown wallet at Pick n' Save. I know, my fault. My ID and stuff is in there, I'd appreciate it back. Season blessings-    "
285,$500 Reward - Gray Cat Still Missing on East Side,"Please keep an eye out for my missing cat Rayna - 3 yr old female, short-hair, solid gray color with slightly striped tail, spayed, has all claws, microchipped but no collar, sweet but somewhat skittish. Missing since 7/18. Thank you - your support means a lot!    "
286,Found bike bag,In village parking lot near Oaktrail bike path    
287,lost phone,Samsung-case has green border    
288,Lockett in a used xmas tree,bought a used xmas tree and had a Lockett in the tree with pictures. get back with me if its yours.    
289,Metal Detecting Sites Wanted,"My name is Boone and I am a metal detectorist based out of Frankfort. I am a metal detecting hobbyist looking for yards or lots older than the 1950's to hunt. I look for, objects, and artifacts using a state of the art metal detector. I am also looking for lost item recovery jobs. If you or a family member has lost a valuable piece of jewelry or other significant metal object, I am happy to search and find it. It is understood that recovery includes the digging of small holes, which will be repaired as nearly as possible to original condition.

This is purely my hobby, I will answer all emails. I am located in the Frankfort area but am willing to travel if I am available. I will be happy to answer any questions you may have, and would be honored to hunt your land. If you are interested, I do bring an extra machine with me if you would like to learn about our great hobby.    "
290,LOST CAT - MOTLEY - Grass Lake - REWARD!!!,"Lost Siamese cat. Dark brown and cream with bright blue eyes. Answers to Motley, Motley Moo, and Richard. Grass Lake area of Rank Rd and Old US 12. We believe he may have roamed quite a ways away.
PLEASE HELP!!!    "
291,white & orange female cat,A white and orange female cat has been hanging around my barn. She must have kittens somewhere since she is very full of milk. We really want to get her back to her family.    
292,Lost keys northview area,I dropped a set of keys I believe at speedway on Jupiter/plainfield.l they were attached to a lighter lease that I hook onto my pants. If any one finds them Ill describe them to you to confirm!!    
293,Looking for male golden retriever,he was born in May 0f 2019 my estranged daughter sold him in fall of 2020 He went by the name of Cooper. His granny is looking for him just for a hug and to say goodbye. he was purchased from a home in Milwaukee and allegedly sold to a family in Wisconsin If anyone knows where Cooper is please contact    
294,Lost kitty.,Lost white & gray tabby kitten. Her name is Random Kitty & she has no collar or microchip. She has never strayed before. Lost from Fleet Rd. between Olimphia & Reynolds. I need my baby back. Thank you.    
295,male chihuahua,"lost male chihuahua short hair 
tan and white
has no teeth so tongue sticks out
has a bump on left rear paw    "
296,Lost White/Gray Siberian Cat,"Our cat Winston disappeared yesterday around the intersection of Holtman Dr. and Kearney Dr., which is between Plainfield and 4 Mile. He is white with large gray patches and weighs about 12 pounds. Please reply if you have any information on his whereabouts.    "
297,Lost Husky,"Willow. Lost black and white blue eyed female husky near 6 mi Rd ne and Larkin Ave cross streets. Went missing 2 am Oct. 26th. I am worried sick about her and starting to fear the worse has happened. Please if anyone has seen her contact me. And if anyone has her in their possession, PLEASE contact me and let my fur baby come home. Reward for anyone that can get her returned home to me.    "
298,please help us find Sadie,"This is Sadie, she is a Doberman and a Shepherd mixed. She can be very skiddish around people she doesn't know, and will possibly bark and  run off. She belongs to my Daughter, who is extremely worried about her . Sadie is approximately 7 yrs old and fixed. She has on a dirty pinkish collar, no tags ( we wanted to exchange her collar for something new, but Sadie wasn't having it. And lost her new collar with her tags)  A couple of nights ago, Sadie did something unlike her to ever do, she literally tore through my daughter's s front door (hurting her self in the process) and took off. We believe Sadie seen something outside that she thought was a threat to my daughter's home, (Sadie does not like critter's or unfriendly animals in her territory, and will chase them away to keep her home protected) We say we believe this, because sadie was bleeding from an injury that most likely happened from her ripping through the door, and blood was found through out my daughter's home. Which tells us Sadie was pacing back in forth looking out windows that night. (My daughter was at work) we have been looking for Sadie since my daughter came home to what.looked like a mass murder in her home. ( Blood everywhere, door chewed through with the metal pulled inward to create a hole just big enough for Sadie to squeeze out of and yes her fur is on the metal proving she squeezed out. When my daughter came home from work her home was still locked up proving no one came into the house, and Sadie was nowhere to be found.) We are extremely worried about poor Sadie and really jeed help finding her! She went Missing from Toledo estates formally Bellevue estate mobile homes off Nebraska Ave.    "
299,Found black and white cat,"Found on 5 mile near Plainfield.
Young, intact male, black and white cat. Very friendly.
"
300,Lost dog,My 🐕 took off yesterday. He was running down Stark  around 66th Street. He is about 8-12 pounds. He has short brown curly hair. His name is Jaceion.    
301,"seen in my neighborhood, little brown terrier with necklace","brown with some black, been around for a few days    "
302,Lost Money Clip,"Please return if you found my money clip.  I have had it for a long time.

Church Hill Downs with 7th day 7th Race etc. on it, in RED lettering.
PLEASE return to me.    "
303,trailer hitch,"I found a trailer hitch. If you can describe it and can unlock it.it must be yours. Call me at  show contact info
 and leave a message, I will call you back. I do not answer calls I do not know.    "
304,Lost dog,Brown and white female dog escaped her yard around 9:30 this evening ....she is friendly and missed alot by her family    
305,Lost- combination lock,"Lost a red Master combination lock at Planet Fitness on Thursday, October 28.  $50 reward!    "
306,black cat found in Whitefish Bay,"We found a black cat in Whitefish Bay, on the 6000 block of N. Bay Ridge.  It does not have a chip. Contact us if it is yours.    "
307,Cats,"🐾♥️Please keep an eye out for these 4 sweet girls. They are suppose to be living their best lives out on a big farm but they decided to run wild—Last seen on 10/17/21 near Budget Auto in Janesville. They are 3 year old sisters. Call or text Danielle  show contact info
"
308,Missing Cat ‼️‼️,"I lost my cat, Odin. He’s white with dark brown ears and a dark brown tail. He also has a patch of light brown fur on his side and along his back. 

He would likely be between Sylvania Avenue, Jackman road, Douglas road, and Fairfax road.

I rescued him a year ago and I’ve been working since I got him on rehabbing him. He’s very skittish and unlikely to approach anyone calling him. He’s also very unlikely to ever bond with another owner which is why I worry. Please let me know if you see him around.    "
309,found Costco Card Visa,Contact me for more information I found it around frandor Saturday 23 of October    
310,FOUND BRACELET,"Found bracelet on Sunday, November 14th at the Speedway gas station on Alpine in the Westgate area.

Please describe to claim.    "
311,Found CAT,Found cat 10/31/21.    
312,Lost Ipad mini,"Lost my ipad.mini 
We were visiting the new housing development at the corner of Belding Rd and Courtland. We left with my ipad sitting on top of the car. We turned left onto Courtland, then right onto 7 Mile to the Beltline. Then we took the Beltline south to 4 Mile Rd.
We think it might have slide off the back of the car or bounced into the ditch.
It has a worn light blue floral cover. It's over 6 years old and on its last leg, but all the photos I failed to back up are most important to me.
$50 Reward    "
313,lost woman's watch,Gold tone Seiko woman's watch lost Thursday 10/21 around 6pm at Rumors restaurant parking lot or adjoining Halloween pop-up parking lot on Monroe Street. Sentimental value.    
314,Friendly pet hen found Alexis rd,"Found very friendly hen clearly someone's backyard pet. Wandering in the Whitmer-Trilby area near Alexis Rd. 

Taken to a friend who has had chickens so she is safe. 

Someone is missing her let us know if she's yours!    "
315,$$$REWARD$$$ MISSING RUSSIAN TORTOISE,"Missing since August, he is a small tortoise his shell is about 5 inches in length. Please help bring my boy home. He is still very missed.    "
316,found woman's prescription glasses,"Found woman's prescription glasses in the parking lot of St. Vincent de Paul, Auto Zone, Family Dollar on  Sylvania Avenue.    "
317,Purse,Purse of a lady with dementia accidentally left in Cracker Barrel bathroom on Saginaw Hwy in October. Please return purse to restaurant as a lost item or respond to this post with description of a item.    
318,Missing possabily stolen dogs,"Large brindle and smaller cream color dogs, mlk jolly area. Large reward if returned.    "
319,Lost Necklace - Sullivan Glacial Drumlin Trail,"Lost a necklace at the Sullivan stop on the Glacial Drumlin trail on Sunday - 9/19/21.
If you found it, you know what it looks like. It's not terribly expensive, but it has sentimental value.
Last seen in the smaller dirt parking lot. 

Please let me know if you found it.    "
320,Are You My Person,"Young terrier mix Possibly some sort of pit mix. greyish Brindle and white. followed a friend home from the Hyvee area of clinton. Must identify sex and any identifying features (markings, collar/harness etc...) to claim.    "
321,Found: big orange cat,"Myers Lake & M57 (14 mile) area. Big orange boy has been hanging around for over a month. Approx 5 yrs old, intact, healthy, around 12 lbs, no chip confirmed by a vet check. Very friendly, comfortable in the house or outside. Nice cat, would like to find his owner.    "
322,FOUND your CA$H...,"...dropped by a slim girl. Was it YOU? Wanna get it back tonight? Text ""You found my $?"" now for your chance:  show contact info
"
323,Prescription glasses,"Found in the parking lot of Home Depot in Elizabethtown,ky. Pair of prescription glasses. Call  show contact info
 to identify.    "
324,Missing orange kitten,"Orange male kitten
Missing since 8am 11-20-21
Blue collar
Please call  show contact info
 if found 
Thank you!!!!    "
325,Tool chest,Found the top of a tool chest on 96 and D19. Describe the matching bottom and you can gladly have the top.    
326,Lost Cat White & Gray,White and gray shorthaired cat lost.  Please call.  Declawed & 2 years old.  Lost off of 30th Avenue & 3rd Street Moline IL    
327,Lost Dog at old Luthern Hospital,"I lost a small black male dog in the parking lot of the old Luthern Hospital circa 1979. If you found him, please send me a message. I've always wondered what happened to him.    "
328,Missing female labradoodle,"Missing female labradoodle. Her name is Dawn but she does not answer to it. Under 3 months old, she does not leave our porch/backyard area unless called for or coaxed. Please if you have seen this puppy contact me. Missing from Belltown Road, Hartford, KY.    "
329,5 Things NOT to do and 1 MUST in losing valuables in water or land,"5 Things NOT to do if you lose your valuables and 1 thing TO MAKE SURE YOU DO.

1. Never, Never, I mean NEVER Post the exact location of your loss, especially if you don't live here.
2. Don't tell anyone outside your party that you have lost something valuable.
3. Do NOT disturb the area around your loss.
4. If you leave, have someone you trust go with the person willing to help you find it.
5. Call a professional that specializes in ""Search and Recovery Services"" to find your lost item
6. MAKE sure you make a visual landmark. e.g. Fence post, building or tree. Mark the area with whatever is available. Walk straight to the area and take a picture of that landmark.

I will find what you thought was lost forever.

We're Digging It Metal Detectors
show contact info

Specializing in land, and water recovery    "
330,I will find your lost Items Lexington and surrounding Areas,"(Jewelry, Cells, Keys, anything metal)
I am a search and recovery specialist, here in Lexington and surrounding areas - if you would like me to look for your item I would be more than happy to help - I would hate for someone to find it and not return it to you. - DO Not trust your sentimental and valuable items to just anyone. NEVER NEVER NEVER post the exact location of your lost item on ANY web page.....
You can look me up on Facebook under We're Digging It Metal Detectors or White's Metal Detectors of Lexington, Ky.
I specialize in land and water recovery.

I will find what you thought was lost forever.


Barbara
We're Digging It Metal Detectors
show contact info
"
331,FOUND reading glasses,"I found a pair of reading glasses in a case in the Okemos park and ride carpool lot on 11/18.

Let me know if they are yours! I would like to get them back to you.    "
332,Lost Senior Black Pug,"MISSING! October 26, 2021. Senior dog named Gunther left home on Thomas St. near Cedar in Lansing, MI. Wearing blue and white striped collar with bowtie.
UPDATE: Last seen running on W. Thomas St. in Lansing.
Please call  show contact info
 if spotted or found.    "
333,Tool chest,I was heading west on 96 between exit 101 and 98a and lost the bottom peice if someone has the bottom please reach out.    
334,LOST CAT,"Missing a female cat off of Turner between Sheridan and North. Small, grey with dark stripes. She is spayed. Her name is Pancakes and she's 3 years old. Last seen 1/20. She goes outside regularly and usually stays pretty close to my yard.

Please call or text 2four8-935-08nine0

Thank you!    "
335,LOST CAT,"Lost female cat off of Turner between North and Sheridan. Last seen 1/20 off of W Howe. She is small and grey with dark stripes, about 3 years old. She is spayed.

Please call or text 2four8-935-08nine0    "
336,Missing white husky,All white husky no collar.    
337,FOUND small tabby cat/kitten,"Small female grey tabby cat. Vet thinks she's about 1.5yrs old.
Very friendly, came up to me outside and walked right into the house.
Found in the Riverside area along Birchton Street around 3am on 11/12/21.    "
338,Cat - found,We have a new cat in the neighbourhood that does not belong to any of the neighbours. The cat is  very tame. Seems to be used to indoor living. Please inquire if you think it might be yours.    
339,Missing Cat,"My cat Pepper is missing. Please call if you find him  show contact info
"
340,Where abouts of this van,"I sold this van to a guy in this neighborhood about 10 years ago. Lost his name and address. Sorely regret selling it and would like to buy it back. Can anybody help me find it? It is a 1973 ford e100 cargo van, vin # E14AHU94250    "
341,Found/Seen Lost Cat,Black long hair cat with blue collar and bell seen around Addison Woods apartments (Trabue & Wilson Rd) since 11/10-11/11. Very friendly and vocal but didn't want to stay inside when I offered. Hint of white on back near tail.    
342,Wallet,"My mom's wallet was stolen out of her shopping cart from the Jackson road Meijer. There's cash inside along with other things that are irreplaceable. Keep the cash but please return the wallet. NO QUESTIONS ASKED, NO POLICE INVOLVED!

If the wallet has been ditched and found by another, it's a long, blue zippered wallet. Can describe it further or tell you the names on anything left in the wallet.    "
343,FOUND MANS WEDDING BAND,"Found Mans Wedding Band 11/10/21.  Springbrook Lakes Subdivision. Contact with description. 
"
344,Found keys,"Found two sets of keys by a tree in front of my house: set of car keys, and a set of what appears to be house/other keys.    "
345,Found - IMAGINATIVE WRITING Book,"One used IMAGINATIVE WRITING The Elements of Craft, Fourth Edition, by Janet Burroway.  Found on the South berm of Snouffer Rd, 30 feet East the Snouffer Rd and Thistlewood Dr. intersection.

It has a folded paper on page 118 of chapter 4; possibly as a bookmark.

It was frosty, so lost either early this morning or prior.    "
346,Found kitten gray and white,Found kitten near 17 mile and Myers lake. Very friendly.    
347,BEWARE of this person,"Please don’t respond to this sick person.  He/she contacted me as you can see and pretended to know where my lost cat was.  Only to ask in the end of pictures of me.  I don’t understand how anyone can be that sick!  The phone number showing for he/she  show contact info
"
348,FOUND CAT/ white with marked nose,"Very distinctive looking cat. Almost all white, but the nose is marked very dark. the tail is grey and the grey extends into a circle of grey on the rump around the tail. One large brown/grey spot on shoulder.

I am sure this is the cat who was advertised as lost about a month ago. There were ads on all the poles, and I got a ""lost my kitty"" email with a picture. I save all the ""lost"" emails, but I can't find this one. All the street signs have blown down. 

I have not caught him. I feed another stray in the morning and take the food in at night. Twice last week, the cat was waiting for me to put out food in the morning. I will continue to feed him. I have a trap, but cannot try to catch him until I find the owners because I cannot take him in. (I have a bird.) I am not going to send him to a shelter, where he might be adopted or killed.    "
349,Missing Cat From Scio Farms Jackson Rd,"Please help me locate my missing cat. He is 11 years old, multi colored short hair, he went missing yesterday afternoon at Scio Farms Trailer Park on Jackson Rd Ann Arbor If you have seen him please call  show contact info
"
350,Lost cat,Tiger striped 2 year old cat. Recovering from surgery. Wearing white flea collar    
351,Nice set of Darts,"We found a nice set of darts in a case on Buckeye Parkway in Grove City.
Send message to describe and claim.
"
352,Lost Shinola Watch Cash Reward,"Lost Shinola Watch on Monday November 1, 1:30pm in the parking lot of Cost Plus World Market on South State and Eisenhower.    "
353,Lost Cat,"Our cat Orbit has been missing since Saturday, Nov 13. He's extremely friendly and social, and will let strangers pet him. He may be wearing a red collar, and is chipped. Please text at  show contact info
 if you've seen him!    "
354,Found mama cat and her 3 kittens,"Mama cat and her 3 kittens need a home.  Found near Heatherton and Fairmount in Davenport, Iowa.   Call Debbie  show contact info
"
355,Missing bird,My black capped conure flew out the door today could be anywhere has a leg band on too    
356,LOST CAT please help!!!,"Lost Cat, Alice, 7 yrs old long haired black with white neck and white paws. indoor only cat very skittish and shy so may not respond to her name. if seen please contact me via email.
"
357,FOUND hat w/I Phone,Walking my dog on Broadview Rd. I found a ball cap with an I Phone on it. If it is yours please text. You must describe the hat AND the I Phone.    
358,Found keys,"I found a key ring with several automotive and household keys on it.  It was in the street on Brooks, near the entrance to Mack.  If you think these may belong to you, email me a description and we'll get them back to you.    "
359,Found Key Lanyard,Found single automobile key on lanyard. Found at 5:30 a.m. on Nov. 1.    
360,Keys lost,Blue plastic coiled wristband with two or three keys on ring lost recently. $50 reward.    
361,Found: Black Kitten,"Black kitten found on Monday, December 6th on Pinnacle Drive in Lake Mills, WI. Please call Susan at  show contact info
 if this is your kitten.    "
362,Missing cat from Gardenside neighborhood,Lost cat from Gardenside neighborhood. Shes very friendly and has no tail.    
363,Lost Cat!!! Bobtail/rag doll mix,Guinness is a mostly white male short hair cat. He has a bobbed tail and a droopy belly.    
364,FOUND fake ID,Found fake or possibly real driver’s license. Found on high street near Newport music hall. Message me with the name or state on the ID and yours.    
365,Found cat 4th St near OSU,"Found this cat meowing outside our apartment, seems like a pet (very nice if shy)    "
366,"Help, I’m LOST!","I’m LOST! My Hooman’s are so worried about me and I want to go home. I’ve been missing since late Friday the 26th of November. Plus, I’m missing my antibiotics. If you live in the area of Maywick Drive, Beacon Hill Drive, Lane Allen Drive and Alexandria Drive area of Lexington 40504; can you please check in your garages or sheds to see if I got stuck? Or do you have a female cat in heat and I’ve wandered to her and lost my way. Perhaps you thought I was adorable and let me inside or you took me to a Shelter today. PLEASE HELP! Text: 
eight 59-4zero2-676zero    "
367,Cat found,When we got back from vacation we had another cat. Very friendly and defintently a in door cat. Every time we put him out as soon as we opened the door he wanted back in. I took him to my mothers as she will make a good home for him. But if someone has lost a white cat with black spots i want to make sure he gets home. Very nice cat. Feel free to email me .    
368,Keys lost at Olson Park?,"Found a set of keys at Olson park.
Hope whomever lost them sees this and gets in touch.    "
369,Lost wallet with Washington state dl,"Looking for my small patterned wallet with little metal knife attached that looks like a key. I lost on the evening of Friday Dec 3. Two places I went that evening in Lexington were: greyline station and the vicinity of limestone &2nd. 

Thanks for any leads    "
370,Pet Detective and Bloodhound finds missing dogs and cats,"Pet Detective and Bloodhound finds missing dogs and cats.
I have helped thousands of people get their missing pets home safe!
Jim Berns Pet Detective.
Text or call now for free advise and information.    "
371,Grey chonk cat found,"Grey cat, healthy,  clean,  very fat.  Going door to door crying up and down street, very loud and nonstop.  Very friendly, walked in my house.  Seems hungry, likes catnip.  Gonna snow and be cold so let him in.  Seems happy,  curious. 

 Definitely someone's cat,  hoping microchipped

Very difficult to get a good pic, sorry for that    "
372,Stolen Trailers,"Thieves broke into parking lot taking 2 trailers.

Theft was done between Friday night 11-19-21 & 7AM 11-20-21. Location was W Castle Rd near Shamrock Club of Columbus (South Columbus).  Any information on trailers is greatly appreciated, can remain anonymous and 1 Thousand reward if helped recover. They were taken at the same time and dragged from where parked so it was more than one person. 

White color enclosed trailer, single axle with black graffiti mark on door side, Tag# SWS4930  VIN 55YBE1211GN008911
Make: CYNERGY

Red color dump trailer. 

I have many leads on thieves so if you are reading this leave them to be found or face my wrath if I find you first.  Worked hard for my property and will work hard to find thieves and punish them.    "
373,Missing cat,"Missing cat since 12/4. Had a black and white collar with id tag, microchipped. Typically stays very close to home. Very friendly, very missed.    "
374,Lost Cat,"Has anyone seen this guy? He's one of our alleycats, and we haven't seen him since 11/28. He's an orange, neutered male, with one ear clipped, no collar. 

"
375,Ear ring.   Small black onyx,"Lost a small black onyx earring in front of the Kellogg eye center on Wall Street 2 days ago .

about the size of a pinky fingernail.

Thanks.    "
376,found cat,"cute young black and white cat.friendly,loving. showed up a few days ago. my 2 cats don't want him here. He needs a good home.    "
377,You left a device at Wellington Dog Park.,My son found an electrinic device on a picnic table Dec 1 at the Wellington Dog Park.  Your name is either Theresa or Jessica.  Describe the device to me so we can return.  Text me at 8 five nine two 2 one 56 five 3    
378,Lost Tuxedo cat,Our black and white kitty has been missing since October 14 in the Blendon Woods neighborhood. He is very shy and hides under things and sometimes in something. Please contact me if you've found him! We miss him terribly!    
379,Lost small female beagle with pink harness,"Lost small female Beagle with pink harness she is white black and brown Dearly missed by family Please call with any info   show contact info
 ask for Pattie REWARD !!REWARD!!    "
380,$500 CASH REWARD lost cat,"Name: Janet
Gender: Female 
Age: 3 years old
Breed: Calico 
Colors: black, brown and tan. White feet and stomach
Eyes: Hazel
Missing: 11/14

Please Call Rose at  show contact info
 if you find her!
"
381,Lost Dog,"4 year old. Lost 11/23/21 8am. Please help reunite Scrappy with my 8 year old. Wearing same camo sweater. Please call  show contact info
. Cash reward for info to help safe return.
"
382,Lost Boston Terrier,"My dog wandered away the morning of 11/18 from Davis St. & Prospect area. He is black and white, blind, and deaf. If anyone finds him please contact me at  show contact info
.    "
383,Lost Cat,"Lost Senior tiger cat. Friendly but spooks easily. Missing since Saturday, 12/4. Silver/Gray with black stripes and black tipped tail.    "
384,found in hamburg mi,"looks to be pit, dark brown white underbelly, no collar, very friendly, female, corner of winans and hamburg rds    "
385,Lost ring,Lost yellow gold and diamond ring. Very unique. Hand crafted and signed in Israel.    
386,Lost Cat,"Large male neutered cat, red collar, has claws, small nick on left ear tip, very friendly. Reward is being offered for his safe return.    "
387,Lost wallet,Lost wallet. OCP (brown camo) color. Name of ID is Michael Bowen. Please contact if found. Has military ID inside.    
388,Lost gold cross,"Lost necklace cross and holy mother.   Sentimental value please call  show contact info


Lost near Neos on locust was there attending wedding    "
389,Lost Wallet at Luke Combs Concert,Lost my wallet at the Luke Combs concert last night. If you found one I can confirm everything in it.    
390,John Deere fluted disc coulter,John Deere Fluted Disc colter with arms. Found the hard way on Labo Rd west of Otter Wednesday November 10th approximately 5:40 p.m. I would like to return this to the rightful owner. The tractor turned south onto Maxwell Rd.    
391,LOST Pomeranian,"Lost pomeranian male tan/brown has one eye his name is Tai. If found please call  show contact info
"
392,LOST _//DOG//_ - BROWN/WHITE / SPOTTED / GERMAN SHORTHAIRED POINTER  /,"**MISSING SINCE 10/25/2021 AT 3:00 PM**

Ozzy is a Male, Brown/White spotted, German Shorthaired Pointer who escaped and was last seen near 9 Mile Rd/ E. Shore Drive.

Ozzy is wearing his gold collar with tags and is microchipped.

If you see Ozzy please DO NOT CHASE HIM.

PLEASE CALL OR TEXT ONLY.

show contact info


$$ Reward $$    "
393,Lost cat,"Lost tortoiseshell female cat
about 2 years old.
Missing for about 2 weeks    "
394,FOUND wiener dog,"I found a small wiener dog on the street near Stygler and Woodmark Run. If you are the owner, please message me the sex, fur color, and collar color to confirm ownership.    "
395,Found dog!,Clipped ears and tail. Black with brown spots. I think she’s a cane corso and pit mix    
396,Lost Orange Cat,"Lost very fluffy, skittish, orange and white female cat. She is chipped, but doesn't have a collar. She was last seen on the corner of Charmany Way & Tower Road, Mc Farland, WI 53558 on Thursday, November 18th. She was strictly an indoor cat. She is spayed, four years old and 10 pounds. Please call me, Shanna  show contact info
"
397,LOST CAT 😭💔 PLEASE HELP!!!,"Our sweet elderly kitty Jasmine is lost! She is a 13 yr old black calico, with patchy fur on hind legs, a sparkly blue collar, and a tag shaped like a bone with her name and my phone number. She is microchipped. She is a sweetheart but skittish. She came to us from the Michigan Humane Society a year ago, all four paws declawed. We miss her so much, including her sister Ariel. Thank you so much for your help!    "
398,Stolen Bag and Gun,"My girlfriends red Jeep Grand Cherokee  was broken into over on 15th and Delmar across from the City Museum parking center building. 
Her Cummins work ID was taken, but more importantly they took my bag that had my hand gun and two magazines full of ammo in it. It’s a sig sauer p365 9mm. There was some clothes, mail and an iPhone chord  in the bag as well. We’ll be checking pawnshops tomorrow.
 But you now have a criminal with a gun and ammo on your downtown streets.
Police were notified, but if you happen to find the bag with or without it’s content I’d greatly appreciate it.    "
399,Lost cat please help he's special needs,Someone let my cat out yesterday I'm guessing around 11 in the morning. He's special needs can't feed for himself. His name is Hannibal he goes by han Han as well please share or ask around.    
400,Lost Rod and Reel,"Lost older left hand Shimano Reel and Falcon rod on east shore line of Lake Redstone in about 10' of water.
Had reel for almost 30 years, would really appreciate  it's return if you happen to catch it
Picture is the type of reel I lost
Thanks    "
