,Title,Content
259,Lost White Cat? Lost White Dog? Lost White Pet?,"My 13 year old pit /lab mix wandered off from 99th Ave and southern. She’s not wearing her collar and she’s not chipped unfortunately. She’s partially blind and partially deaf , very well behaved please contact us if you find her.

Updated 11-22 Roxie is still missing and probably very scared. She’s never been out for more than a few minutes without her family! We are lost without her. Please help keep a look out if you can! Flyers are posted in the area    "
260,Lost White Cat? Lost White Dog? Lost White Pet?,"My 13 year old pit /lab mix wandered off from 99th Ave and southern. She’s not wearing her collar and she’s not chipped unfortunately. She’s partially blind and partially deaf , very well behaved please contact us if you find her.

Updated 11-22 Roxie is still missing and probably very scared. She’s never been out for more than a few minutes without her family! We are lost without her. Please help keep a look out if you can! Flyers are posted in the area    "
261,Lost White Cat? Lost White Dog? Lost White Pet?,"My 13 year old pit /lab mix wandered off from 99th Ave and southern. She’s not wearing her collar and she’s not chipped unfortunately. She’s partially blind and partially deaf , very well behaved please contact us if you find her.

Updated 11-22 Roxie is still missing and probably very scared. She’s never been out for more than a few minutes without her family! We are lost without her. Please help keep a look out if you can! Flyers are posted in the area    "
262,Lost White Cat? Lost White Dog? Lost White Pet?,"My 13 year old pit /lab mix wandered off from 99th Ave and southern. She’s not wearing her collar and she’s not chipped unfortunately. She’s partially blind and partially deaf , very well behaved please contact us if you find her.

Updated 11-22 Roxie is still missing and probably very scared. She’s never been out for more than a few minutes without her family! We are lost without her. Please help keep a look out if you can! Flyers are posted in the area    "
263,Lost small puppy fron out of state,"Small yorkie mix female black and white with spots on chest goes by Oreo 6mos old
We are from out of state and she got out of the in laws yard while we were out she is a indoor dog.    "
264,FOUND DOG- ALICIA PKWY,"Found dog. Wandering in street. German Shepard, possibly husky mix. Blue eyes. Female. Please message    "
265,Found kids skateboard and helmet,"Found a kids skateboard and helmet at the mini park by Seabridge area off Wooley.
Leave a description and I’ll get it back to you.    "
266,Lost Indoor Cats - Both missing within hours,"We have lost both of our indoor cats. They are 9 year old siblings, the male is the orange big tabby wearing a blue collar. Female is much smaller, petite black grey and white tabby wearing a pink collar. They are both indoor cats. Orange one was last seen on 10/19 may have wandered off as he's done once before but stayed nearby and came back within hours. The female was last seen between 10/20 & 10/21, she has never left and usually hides around new people. If seen please text or call six four 6 - six four two - 3 four 3 two    "
267,Lost tabby cat,"Our Inside only tabby cat got out. If you see him please let me know!
He is fixed and microchipped.
Thank you
show contact info
"
268,Lost Shih Tzu,"Our multi-colored Shih Tzu ran out the front door on Wed. morning, 11-24-21, near Magnolia and Burge St.  Last seen around LA Fitness/Kaiser area on Magnolia.  IF seen or found, please call or email.    "
269,"Missing BLACK CAT MALE e Ave k6/35th red collar ""CHESTER""","Missing after house fire and still no sign of him in rubble. 4yr old service cat. Answers to Chester. All black with a very small white patch on his lower belly. He is fixed. Missing since November 29 . Reward if found: his collar had not been updated to reflect our move from the West side of Lancaster to this location: the phone number is also currently not active for to fire destroy íng it. I

HIS COLLAR CURRENTLY READS: 44008 ENGLE WAY APT 7
show contact info


AND SHOULD REFLECT NOW:
3333 E AVE K6
show contact info


ANY INFO OR TIP PLEASE CALL 24/7! HE IS MY SERVICE CAT and please want him home! 

$250 reward!!
"
270,Lost iPhone 11,Lost my red iPhone 11 with red and white Talking Heads case at the Canyon in Agoura Hills. It was last located in Trabuco Canyon. Please come forward.    
271,lost burgundy wallet,"lost wallet in lake forest on NOV72021
BURGUNDY WALLET LOST ON OR ABOUT 11-7-21 IN LAKE FOREST
WALLET CONTAINS MY ID BANK CARDS AND $131 
IF ANYONE HAS FOUND IT AND WILL RETURN IT I WILL COMPENSATE YOU FOR YOUR KINDNESS
show contact info
 PLEASE CALL ME ASAP 
THANKS  KATHY    "
272,Lost cat,My cat Dustin has been missing since 9/25/21.If you see him or know someone who has him pls do the right thing and return him.He is deeply missed by his siblings and family.Reward if found thank you.    
273,Lost dog,"Lost Boots. He's my friend's life. If seen or found please contact Denise @  show contact info
, or reply by email.    "
274,Found Keys,Found keys on Buena Suerte near Eaves Apartments.  Must be able to describe unique design/color(s) of the fourth key on the keychain.    
275,stolen Dakine duffel off Amtrak,"Dakine multicolored striped duffel bag with clothes, lucky brand leather purse, rings, toiletry bag with name Sahaara embroidered on it, airpods, stolen off rack of Amtrak 777 from LA to Goleta 10/31/21

this is my daughter's - please let us know if you find it anywhere. she is so heartbroken- first trip to LA    "
276,Elle's AirPods Pro,"Elle, 

I found your Airpods Pro in Ventura near Honeybaked Ham. Contact me and we can get them back to you. Reply with what is engraved on the case so I know it's actually you.

"
277,Lost Keys,Lost a bulk set of keys on Amethyst st in Ventura. Has a fish key chain with a bunch of keys.    
278,Lost left handed 6 iron,"I lost my Ping left handed 6 iron at Olivas or Buena Vta golf course.

Would love to get it back.

thanks    "
279,LOST DOG,Small Chihuahua all blacks 1 years old    
280,Lost dog,"Lost white maltipoo /poodle 
Goes by the name of “COCO”
All white 
A few of his front teeth are missing 
He ran out my home in fontana near sierra    "
281,found mens wallet,"found mens wallet... initials of owner are : S.G. call to identify. 
show contact info
"
282,Found young husky near Hillcrest & Marguerite,"Found dog on Hillcrest near Marguerite.  Young husky.  Brought to Mission Viejo Animal Services Center, 28095 Hillcrest, Mission Viejo.    "
283,Mostly White cat - jurupa lost,Please help us found our baby. She is about 4 months old... We lost her on oct 28th and I beside myself. I bottle feed her since she never 3 weeks old. Attach is a picture of her.    
284,LOST DOG REWARD,Lost Dog. Limonite area. Reward offered. Our chihuahua ran away please return she is really old and has medical condition.    
285,Lost Cat,Small male cat.  Looks cream colored due to mottled tan over white.    
286,SCOOTER RED QUEENSLAND HEELER,I'm looking for scooter..my dog I had to give away...if you own him or seen him can u contact me. He is timid..scars around mouth..red and white. 7 years old roughly    
287,Lost small black poodle,"Lost a small black old poodle in canyon crest.   Please call  show contact info
.    "
288,Missing kitty please come home,"If you see my cat SUZUKI please let me know. He's half Siamese with white paws, 6 month old male, wearing a black collar with a black heart tag on it. We live near the high school and Santa Cruz market. Thank you    "
289,Lost (forgotten) wetsuit strands parking lot,Forgot my wet suit yesterday at strands parking lot. North end near the bathrooms. Unbranded 4/3 hooded suit. Size LS. Longshot but lmk    
290,Lost black wallet Mission Inn  last night,"Lost my wallet last night Mission Inn.   
      Thank you    "
291,Keys,Mercedes keys found about a year ago on McNell Road    
292,lost dog,"Plz help me find my dog.She was at Fairmount Park with us today at my babyshower.Last seen today around 7pm.Shes 8 years old last wearing a pink collar with a bow and crowns on it.She had a little striped punkin outfit on,the pumpkin was on her butt.She means the world to me if anyone has seen her or has her plz reach out to me.My phone number is  show contact info
.Someone told me a child took her and put her in a maroon Ford expedition,she doesn't really wonder off or go with strangers.I really need help finding her she needs to take her medication.There is a reward as long as I get her home safe and sound.Plz any information helps    "
293,LOST CAT,"LOST CAT, vicinity Ave. Aeropuerto and  Calle Perfecto in San Juan Capistrano. ""Nematode"" went missing Monday, Aug. 31, 2020.  Male cat mostly dark grey on top and white underneath. Face is mixed dark grey and white. Has tags but could be missing. Chipped. Reward.  show contact info
 (NB: even if you find a collar only a reward applies.)    "
294,Lost dogs,"Lost dogs. Brindle Female Doberman mix and blk/wht male pitbull last seen on date ave and second st. in Rialto, CA both wearing collars. Please call 626 four97-eight39eight if found. He needs his eye medication.    "
295,brand you,"A very beautiful and strong perfume, its price is only $ 60.00.  New, never used    "
296,Missing blind dog,"My parents dog went out this evening she is blind , small terrier mix white with brown spots , she could be wandering around somewhere she wasn’t feeling too good and had diarreah I was going to take her to the vet tommorow then I got this news today , please help us look for her she is blind and small very shy    "
297,Pair of keys found downtown,I found a pair of keys downtown this weekend. Don't want a reward. Just describe them and I'll get them back to you.    
298,stray kittens !,Found stray kittens in my complex that need forever homes! There are more but ive only captured these two! Not sure of genders they dont really let me touch them. I think theyre related they are almost inseparable.    
299,LOST JACK RUSSEL,Lost on Central Ave next to the 91 freeway and the Riverside Plaza. 6year old White and Black Jack Russel. Her name is Bee. Lost on November 29th around 9pm at night. She is microchipped. Please respond to this posting if you have seen her or found her. Thank you    
300,white tumbler,"I lost my white tumbler (brand is patagonia)yesterday in the parking at Vons in Ventura, or Surfers point at Seaside park, or E Ojai avenue.
If you have any imformation, please let me know.    "
301,Lost Gray Cat,"Missing our love Winter
Shes all Gray is only 1 year old.
She has a unicorn/ rainbow collar.
"
302,Found tools in San Juan,"Found tools in San Juan. Describe tools, trade and possibly where lost, if it’s known, to claim.    "
303,Lost cat,Female calico kitty. Her ear is tipped.    
304,LOST BLACK DOG,"We lost our dog Friday night at Doheny State Park. He is a black, 55 pound Chinese Shar-pei mix wearing a green Kong collar with blue tags. He is anxious outside and afraid of loud noises. He does NOT have a history of aggression and will likely cower or run. Please DO NOT CHASE HIM. 

Please call or text us if you see him. 

show contact info
"
305,Lost Apple Watch Gold,Lost my gold stainless steel Apple Watch series 6 40 mm. If found please contact the number on watch or email me here. I will give abundant cash reward for finding it in. It’s locked so it won’t work with any other device anyways so I can offer good compensation. Thank you!!    
306,Kamila Chihuahua,"We lost Kamila by Kellog st and Ventura Ave if u see her  please give me call to  show contact info
"
307,Missing black wallet,Missing a black comme des garçons wallet— reward if found    
308,Missing Puppy *REWARD*,Juno does not answer to her name yet. One of her eyes is half blue half dark brown. Last seen around midnight around the east side area. Any info is greatly appreciated.    
309,Lost Cat -11/11/21,"Female, ""Olive"" answers to smooching sounds like you might call a dog. No tags but chipped.  Jumped fence at 10pm on 11/11 from Calle Portola, toward Calle Carmelita. Pls contact me with any info.  Heartbroken and will greatly appreciate it.    "
310,Found: Two Motorcycle Helmets Boccallis Ojai,Found near the bushes in the parking lot. Two helmets. In helmet bags. Describe the two helmets and I’ll happily get them back to you.    
311,Lost 2 American bullies,"We lost 2 American bullies on woodcrest by Washington and van Buren on November 2nd... a Male and a female dog. The males is black, white and brown and the female is brown and white! Please if you have any info, we will really appreciate it... they're not just our pets, they're part of our family    "
312,Found Small White Male Terrier Mix Puppy,"Found 10/30/21 small white male terrier mix puppy.  Almost got hit by car and ended up in my yard with no collar, etc.  If you think its yours, please contact me by text or phone.  Very loving male puppy and I am sure the owner is looking for him.    "
313,Lost biking shoes.  San Juan Trailhead,"Left my mountain bike riding shoes on the ground after a ride in the parking lot of the San Juan Trail/Hotsprings parking lot.  
They are size 9 1/2. 

If you found them I can come up and get them.   Thank you. 

Daniel

760 815 55sixseven.    "
314,Found locket San Clemente Liberty Park,"Found a necklace locket with inset picture, looks to be a low dollar but potentially meaningful item for someone, send description of item to reclaim. Found at Liberty Park playground in the sand.    "
315,LOST B&W Male Cat with little black heart on nose,"Last seen Friday 10/29/2021 in the afternoon.  He is a friendly little thug but not really approachable.  His sister misses him.  If you've seen him, I'd appreciate any clues as to his whereabouts.  Thanks!    "
316,help find our furbaby,Light brown and white shih tzu male    
317,please hope to find the dog of my gf,"The dog of my gf got lost 3 weeks ago hopefully soon we could find her if someone find her u can contact me at  show contact info
"
318,LOST TAN/GOLDEN MALE CHIHUAHUA:(,"Please help us find our baby Beau. He went missing on 10/26/21. He was last seen wearing a camouflage jacket (as shown in picture). He is such a sweetheart and we are praying to have him back home ASAP. Please call or text  show contact info
 or  show contact info
 if you see or find him.    "
319,Found mid sz brown dog hw 138,"Found mid size brown dog running down hwy 138 last night (Nov 12)

If you think it's you're message me..  or send picture of dog you are looking for so I can tell you if it's yours 

Thank you.    "
320,Missing basset hound,"Missing my kids basset hound. She went missing Saturday November 6th. She is white with brown spots. Small reward possible. My family is devastated. Please call or text with any information. Thanks.  show contact info
"
321,found Black great dane,Found in San Bernardino CA nf st and baseline. Call to id    
322,Lost Dog!!,Dog names Tobi. He’s 9 years old. He went missing near Mt. Vernon and Mill st. He is groomed now and is a Shih Tzu and Chihuahua mix. He’s small and under 5 pounds. He has a shaved tail and it is crooked/bent on the end. Please let me know if you see him.    
323,Good Dog needs home,"Chocolate Lab mix with American Staffordshire Terrier up for adoption.  I am really busy, and moving out of state soon and cannot give her the love all day that she requires.   She needs lots of exercise, good food, love, and consistent training to be successful.  She is potty trained, and we keep a beautiful yard with no issues.  Text Wendy  show contact info
"
324,White cat black tail + black spot -- Lost,831-2four7-three052 -- W Escalones San Clemente    
325,Found Longboard Skareboard,"Found a skateboard at North Beach, San Clemente. If you think it is yours, please describe the board and where you lost it and I will confirm. Would be happy to give it back if rightful owner is found.

Send an email and I will respond as soon as possible.    "
326,found female dog miniature schnauzer,"hi my name is Arnold I found a miniature schnauzer please just trying to fain her owners i will not post any pictures if u believe this is your dog, please provide me with picture and proof of ownership also her name to see if she responds my number is 323 5for0 seven98one    "
327,Small white poodle,Found small white poodle in Hook Park over the weekend 11/14    
328,Missing German Shepherd,"My german Shepherd has been missing since 11/07 please if anyone has any info please contact me. Thank you.
Female
1 yr old
Sable    "
329,german shepard,"Two years old German Shepard  big dog  friendly and scare. He was spooked and run away . he is brown and black he has a wound on left front  leg at the bottom . he is slyest limping  . please contact   show contact info
"
330,Lost Dogs 10/25/21,"Missing two dogs. 47th and Sepulveda 
Female and male (Terrier mix)

They’re cross posted everywhere on facebook and Paw Boost. 

They are well loved. Family was visiting the area and they dug out of the yard. Please, we need our babies back. 

Dexter is female all white 
Patches is male tiny, brown and white

show contact info


"
331,LOST DOGS GERMAN SHEPHERD/ROTTWEILER MIX,"TWO LOST DOGS DUKE AND ZEKE
LAST SEEN IN THE HOLLYVALE NEIGHBORHOOD VICTORVILLE 11/20/22
Blk/Brn/Wht German Shepherd/Rottweiler mix
Duke looks more Rottweiler with floppy ears and a shorter snout
Zeke is more GSD with pointy ears and longer snout 
Both have long, bushy, curved tails and neither are fixed
Please contact with any info 
9 1 7. 9 6 8. 4 2 8 9    "
332,Lost dog reward,"Lost English bulldog if found please call  show contact info


8 month old 
Try color 
Boy

Friendly 

Will give reward no question asked my kids really miss him    "
333,"Missing since July 11, 2021","Boxer mix spayed Female, microchipped.  Her name is ""Fire"" and she is very friendly.  Last seen on June St. & Spring St. on July 11, 2021.  Please any info would be appreciated.  She is  missed.    "
334,free  goat,A good home for goat good family    
335,Missing kitten,"Please help me find my daughter's kitten! She's about 8 months old. She's a thin kitten, multicolored. She was a birthday gift for my daughter, please if you find her text or call. Reward if found! Last seen on Fisher street in san bernardino. First 2 pictures are of her now and the other 2 are when she was smaller.    "
336,Lost cat !! Missing !!!!,"Our gray and white cat got out on us , and we haven’t been able to find him , he was last seen near our home on dunhill and cottonwood . Any info would be great thanks ! My number is  show contact info
"
337,Small White Female Dog Lost In Victorville,"‼️‼️‼️‼️CASH REWARD‼️‼️‼️‼️

My dog is lost around the mall area she left from around northstar . Please look out for her and contact me if you see her . She doesn’t really bark and she’s really friendly and will walk up to anyone and jump on them acting all happy and excited .    "
338,LOST CAT,HE IS NEUTERED  -  FRONT DECLAWED  -  HAS UNIQUE MARKINGS  -  PLEASE SEND PHOTOS THRU THIS POSTING OF A CAT YOU FIND THAT LOOKS LIKE HIM -  THANK YOU    
339,Found - Brindle Male Boxer,"Found male brindle boxer adult red collar no tags. Found on 12/6/21 on sycamore canyon road in Moreno Valley. 

Please contact me if this is your fur baby
show contact info
"
340,found 2 pitts,ibhave 2 beatiful pitts i found wondering around if yours please provide a pic or names and come get them... i cant take them to the pound i dont have the heart....    
341,LOST CAT: FEMALE CALICO,"Name: Zelda
Date Last Seen: 11/21/21
(Near Chamois Drive and North Road)

Please help us find our cat.

Zelda is our sweet but shy Calico cat. She is a little skittish and will most likely run away if you approach her. If you see or find her, please let us know. Call or text Noah  show contact info
 or Emma  show contact info
. Thank you!    "
342,WW2 DOGTAGS,I've lost my Grandfathers Dogtags from World War 2. Please! Please if you find them or have found them message me. They mean more to me than I can explain.    
343,*LOST* Tortoiseshell CAT *LOST*,"LOST on April 10, 2012, Female cat, Tortoiseshell (mottled black and orange), Medium/Long Hair with Green Eyes.
*She has NO white hair, any hair that appears white in the photos is actually pale orange/buff.*

If found or seen PLEASE call:  show contact info
show contact info
 (anytime - please leave message)

She is very much LOVED and MISSED!!!!

She has a Facebook page, but I'm not very familiar with how Facebook works so it's not being viewed. If anyone would forward the link to anyone who may be willing to keep an eye out for her I would greatly appreciate it!!
Thank you so much!!!!
http://www.facebook.com/pages/Falynn-LOST-CAT/297007500384493
"
344,LOST CAT: FEMALE CALICO,"Name: Zelda
Date Last Seen: 11/21/21
(Near Chamois Drive and North Road)

Please help us find our cat.

Zelda is our sweet but shy Calico cat. She is a little skittish and will most likely run away if you approach her. If you see or find her, please let us know. Call or text Noah  show contact info
 or Emma  show contact info
. Thank you!    "
345,Female dog found in Lake Elsinore near Rome Hill and Grand,We found a female yellow dog near Rome Hill and Grand. Please contact to take her home. Or any one knows any body lost this dog. Please contact    
346,Found Dove,Lost Dove flew into a Shell Station convenience store the weekend of 10/30. The bird is very calm with a quiet disposition. Have contacted Animal Friends of the Valley and they are also trying to find the owner. If you have lost a dove or know who the bird belongs to please email me.    
347,JACOB JOSIAH SMITH!!!!,"I found your wallet.😃
After a few questions,🧐
I will determine if you are in fact the owner🤔
Please call me at  show contact info
"
348,Found surfboard board bag at San Onofre Point,"Found a surfboard board bag at San-O.  
Wednesday night October 27th

Tell me exactly what it looks like.    "
349,"**12 year old Pomeranian dog ""Suki"" lost near Hook high School**",12 year deaf Pomeranian dog lost near Highlander Dr / New Castle Way near Hook Blvd. in Victorville.  Please help her find home.    
350,RED HEADED AMAZON PARROT NAMED WOODI! lost today! 1K REWARD!,"HELP US!

PLEASE LOOK OUT FOR OUR BOY named woodi!

hes 7 months or less, a red headed amazon.. friendly but might be scared cus he got out and was circling down but a helicopter scared him and made him take off the other direction.

my 7 year old and I are devastated we are crying and cant stop.. hes out everything ! 

PLEASE PRAY WE CAN BRING WOODI HOME


theres a 1 thousand dollar reward for ANYONE that can bring him home or find his location!    "
351,Missing Tan pitbull mix- pink collar,"Missing today PITBULL MIX
WEARING PINK COLLAR
NAME STAR
FRIENDLY
MOJAVE AND WEST TRAIL AREA
show contact info
"
352,MISSING!!!,MISSING! one all black male German Shepard and one female Australian Shepard’s we live in lake Elsinore. My Aussie needs medicine!!! And the black German Shepard is shy of people. Please if seen please let me know! They are both microchipped. These dogs are my life!!!    
353,Found Small Female Dog - Perris/Nuevo Rd,"Found small female dog off of Nuevo Road, east of 215 just before 12 pm on 12/4/21. Please reply by email with a detailed description of her, including what she was wearing. Thank you and hope to get you reunited with her soon! She is happy and being well taken care of in the meantime.    "
354,Lost Dog San Bernardino,"See picture, phone number on picture    "
355,lost dog - REWARD!,"Max , Chihuahua, blue collar , last seen Monday 3 pm stater bro parking lot in canyon hills , please help !!!!! ￼    "
356,Lost Chihuahua,"On 11/8/2021 around 1:30pm and 2:00pm my chihuahua was attack by a german shepherd that was loose on platino street. I have not found her, I don't know if she was killed or needs help. She is a tan whiteish dog that goes by the name of J-lo and weighs about 5 pounds. Please send me an email or call if you find anything.    "
357,Lost men's gold ring,"Lost this men's gold ring about 2 years ago, really miss it, trying again to find it. reward for its return    "
358,lost keys 11/25 summerland exit 101 lookout park,"Lost keys 11/25 Summereland exit 101/Lookout park.   Toyota and Kia keys, plus others with key ring.  Text 8057four800one3 or email    "
359,lost black dog,lost young female black dog.  pit butt mix.  about 3 years old.    
360,Beats Headphones,"I found a pair of Beats Headphones a few weeks ago outside of Home Depot.  Looking to give them back to whoever lost them.  If  you can tell me some unique identifiers for the headphones, or proof they are yours, I'll gladly get them back to you.  Please let me know    "
361,Yorkie puppies STOLEN,A young couple bought 2 Yorkie puppies from me Thanksgiving day. Used Zelle as payment but never received money into my account..Beware. from Riverside    
362,Lost....male pomeranian,Male pomeranian.   Black and tan.   15 lbs neutered and microchipped .   Lost on the back rd (tehachapi woodford) to Keene.    I believe he was taken from the top of my driveway off marcel dr.  His name is Charlie and he's 6 yrs old.   My heart is broken!   Looking for his safe return.   No questions asked!   REWARD.    
363,Found,"Found on Juniper Flats and Stagecoach
No microchip or collar 
Not fixed    "
364,Lost Siamese cat,Please reply with any information    
365,CLICK HERE found dog 10/27/21,Please provide a picture of your lost dog to verify ownership.    
366,Lost cat,Lost my cat in murrieta    
367,FOUND APPLE WATCH,FOUND APPLE WATCH AT LOOKOUT PARK IN SUMMERLAND 11/26/2021    
368,Found chihuahua,Found dog near Mahogany Hills and Briggs rd.  Dog is safe.    
369,ORANGE AND WHITE CAT - REWARD,Lost orange and white cat on 10/1.  Still haven’t given up as he is our baby and miss dearly.    
370,Found male large breed dog,"Found large 70-80lb male dog in Golden Hills area of Tehachapi. Has a thick fluffy coat, grey color with black. Please contact me if he’s yours!    "
371,Ring found,Large man's sapphire and 14K gold ring found. Please identify the inscription on the inside of the ring and you can re-claim it. Best Wishes    
372,FOUND---Earring on side of road,"Found:

Hook-style earring with small beads.

Send photo of matching piece or describe it in detail.

"
373,Lost Grey Male Cat,"Our cat Boris has been missing since the 1st. He is a large 11 lbs fixed male, solid grey coat with green eyes, his nose and the back of his legs are darker than the rest of his body, and he won't have a collar. If spotted or found please contact me, thank you!    "
374,🚨Lost female brown puppy (poodle mix)🚨,"🚨🚨🚨
PLEASE SHARE in hopes of us finding her, we are heartbroken and our girls miss her dearly.
Liberty has been missing since last night around 6:30pm in French Valley/Winchester.
Cross streets Keller Road/Pourroy Road.

She is an apricot/cinnamon brown color with some white on her chest and back paws.    "
375,Lost Boston,"Our family pup jumped escaped from her harness and collar and jumped over our brick wall on 11/9/21 around 4pm and may have been seen running down 6th street near Tacos & Beer. She was in heat and we are very worried about her.  Please contact me if you have seen her or may know someone who has her. 
Some think she looks like a boxer or bulldog.  White & black boston terrier with a black face.  Very friendly and loving.    "
376,lost and found lost,I lost my wallet a burgundy is brown wallet and The Insider says motorcycle lawyers and brought her stamps leather my name is Jimmy Reeves and my ID and my bank cards in there play the small reward for anybody finds it and returned it    
377,LOST TUXEDO CAT BLACK AND WHITE,"HELLO
MY BLACK AND WHITE TUXEDO MALE CAT IS MISSING (HE MAY HAVE BEEN WEARING RED COLLAR OR MAY HAVE TAKEN IT OFF) I TRULY APPRECIATE ANY INFO ABOUT HIM.    "
378,Lost and found,"Found black key on APS , one block up from cota street    "
379,$$REWARD$$LOST iPhone 11 Pro,"I WAS IN THE TEMECULA AREA WHEN IT WENT MISSING
$200 IF ITS RETURNED! NO QUESTIONS ASKED! IPHONE 1Q PRO GOLD TONED (IF IT STILL HAS THE CASE AND COVER: CLEAR GLITTER CASE WITH SILVER POP SOCKET THING)    "
380,$$REWARD$$LOST iPhone 11 Pro,"WENT MISSING IN PECHANGA CASINO
iPhone 11 Pro GOLD TONE ( IFIT STILL HAS A CASE: CLEAR GLITTER CASE WITH GLITTER AND SILVER POP SOCKET THING IN BACK)
$200 IF RETURNED NO QUESTIONS ASKED!    "
381,$100 reward,"Reward - Oct 23-24 blk jean jacket & Mercedes key stolen from Temecula winery
REWARD.    "
382,Lost Kitty Delilah,Our kitty Delilah is missing 😢.  She's a 1 year old tabby and white kitty with a brown mark on left hind leg and under her chin. Any sighting info will be greatly appreciated! We live on the Eastside on Montecito st in the Milpas area.    
383,Found  coin that goes in this sleeve. Call and identify,Found coin by cottage hospital    
384,Found wallet on Halloween night,Wallet found last night…    
385,"Lost Black Cat, 6 Months Old","Lost Young Male Black Cat, 6 months old. Missing our cat Voodoo. He's all black with a small white patch on his stomach, wearing a thin red collar (it stretches). He has green eyes, is microchipped, and altered. Please keep your eyes out, he is a beloved companion to our other cat and our family. 

Last seen around midnight on Saturday, Nov. 20th. Veronda Pl. and Mira Loma Dr. at Rancho Vista Rd.

Please contact with ANY information at all. Thank you.

STILL MISSING.    "
386,Lost ring,"
Lost a silver ring with blue lapis stone, great sentimental value.  Possibly lost on the beach on the mesa, or downtown near the harbor.  Reward offered!    "
387,Found Black Captain Hat,Hat size 7 1/2    
388,Found Keys,"2 small identical keys, likely a bike lock type, describe one key and I'll get it to you.    "
389,Sweet Young Orange Tabby Female Found,Found on 11/16 a very sweet young female orange tabby cat near the corner of Garden and Canon Perdido. She didn’t have a collar. I took her to ASAP and she isn’t microchipped.    
390,lost set of keys,"Lost set of keys, including Ford car key.    "
391,Found Dog,"Found missing dog at Pepboys 
Looks like a Pit mix found with a rope tied to its collar. If it is your dog must provide some information of the dog.
I don’t know if it’s chipped or not. If this dog is not claimed by thanksgiving it will be going to the shelter.    "
392,"lost louis Vuitton wallet, maybe in the street",think I left my Louis Vuitton wallet on the dark roof of my car & probably drove off . Was in the Spudnuts-Starbucks parking lot on Carrillo St in Carrillo Plaza    
393,Found ~ Tool Bag,I found a tool bag at the bus stop at Anapamu and Olive Streets on November 1 at about 6:00 AM. Describe contents to claim.    
394,Found black grey tabby kitten,Found beautiful Grey/Black kitten on acacia and Raymond st. Looking for owners very friendly and loving.    
395,LOST -  NICE mountain bike Roosevelt School,It just occurred to me to post to craigslist to see if anyone has found our sons mountain bike. Slim chance I know! Our teen son borrowed it last week of September on the weekend and thought it was a great idea to leave it unlocked in front of the office at Roosevelt school. He didn’t realize he left it until over a week later. We thought it was lost for good but may be a good Samaritan found it :-) Painful learning lesson for our teen who is now working to buy his brother a new bike. ￼    
396,Lost longboard fin,"I lost my Yellow 9” wind and sea long board fin at the south side of south jetty on Friday 12/3. If you found it, I would GREATLY appreciate it back. Thank you!    "
397,STOLEN SCHWINN PINK,My favorite bike of all time was stolen. It’s a pink old 10 speed schwinn. If you see it please let me know!!!!    
398,Lost Sunglasses,"Sunglasses lost/unknowingly dropped somewhere on State St. near GranadaTheater or on 1st block of W. Victoria before Public Market, while walking my dog and trying to avoid her slobber. The glasses are bent and in need of repair, but they are my only ones and have deep sentimental value to me. I went back right away to look for them but could not find them. Please call Jamie at  show contact info
 if you found them. Thank you.    "
399,Lost German Owl Pigeon,"Hi neighbors,

My German owl piegon escaped while I was on vacation. 

Her name is Gerald.

She's likely nesting so I'll be reposting this ad for the next 3-6 weeks. Please keep an eye and ear out for me. 

Color: white feathers with a tuff of feathers around her head, and grey wings with black tips.

Personality: she's domesticated. She'll approach a human if she needs for survival. She'll be quiet, shy, and curious but keep her distance. Will ""coo"" excessively if you get too close to her or her nest/territory. 

Please update me if you have any sightings or know of anyone who found a strange looking dove like bird. 

Please help me pull off a miracle and bring her home!

You can also DM me on Instagram @Hernameisgerald    "
400,I LOST My wallet,"Please I you found it give me a call 
show contact info
"
401,stolen Dakine duffel off Amtrak,"Dakine multicolored striped duffel bag with clothes, lucky brand leather purse, rings, toiletry bag with name Sahaara embroidered on it, airpods, stolen off rack of Amtrak 777 from LA to Goleta 10/31/21

this is my daughter's - please let us know if you find it anywhere. she is so heartbroken- first trip to LA    "
402,Found Jewelry,"I found a ring at Hendry’s beach. I turned it in to the police but a friend suggested I post here too in hopes of reaching the owner. If you think it may be yours, please provide a description.    "
403,Lost subaru key,"Dropped Wednesday night 10/27 near Bank of America on State Street. Will send $50 reward if returned! Subaru key, has red tag attached.    "
404,lost my leather bag,"Hi, I lost my leather bag (big) on Friday night the 28th on Ortega street. I had some sentimental belongings in there so if found, please return it to me. 
Thank you with positive energy!    "
405,Found cat,"Found cat. Please provide proof of ownership and will return immediately without payment. Proof of ownership can be: photos of the cat, unique phenotypic properties, unique behavioral properties, gender, chipped/not chipped.
Upon proof of being the owner, we will negotiate a meeting to transfer the cat. No reward is needed.    "
406,Credit Card found on Rattlesnake Canyon Trail,"Found someone's credit card on the trail today (Sunday 24th).

Email me with name on the card and a description of it and I'll get it back to you.    "
407,Missing Toyota car keys - $150 reward,"Lost Toyota keys (keyed entry), ~8 keys on multiple rings. $150 cash or Venmo when returned.

Key chains: 
Ojai Rancho Inn embossed leather rectangle
Leather & braided fabric oval
Bottle opener
Hex key/Allen wrench    "
408,Lost / Found kitten / small cat,"Found this cute kitten, looks maybe 6ish months old in Santa Barbara, been chillin in my backyard for a few days. 

Send me an email if you know where it belongs, it is trained enough that it looks like it has an owner. Thanks!    "
